,DIVISION,TYPEHUQ,KOWNRENT,YEARMADERANGE,SQFTEST,KWH,BTUNG,TOTALBTUSPH,KWHCOL,SQM,NormalizedGasKWh,NormalizedElecKWh,NormalizedHeatKWh,NormalizedCoolKWh,YRCONC,Source
12090,9,5,1,5,780,4269.04,57064.99,36402.86,0.0,72.46433999999999,230.790671443223,58.9122870642305,147.22582973997973,0.0,2,RECS
12091,5,2,1,5,1000,12106.8,0.0,8566.78,1830.56,92.903,0.0,130.31656674165527,27.024690067920304,19.703992336092483,2,RECS
12092,5,5,2,7,1010,5402.53,0.0,0.0,1330.54,93.83203,0.0,57.57660790244013,0.0,14.18001933881213,3,RECS
12093,3,2,1,4,1200,5884.65,148262.35,121798.2,598.9,111.4836,389.7559387824757,52.78489392161717,320.1862899314339,5.372090603460958,1,RECS
12094,5,2,1,6,1500,13679.43,0.0,6788.72,1492.81,139.3545,0.0,98.16281497906418,14.277091583838342,10.712320018370415,2,RECS
12095,2,2,1,1,1600,4814.31,17654.38,62602.82,813.14,148.6448,34.80772150105487,32.38801491878626,123.42894645638462,5.470356177949044,0,RECS
12096,8,2,1,1,1100,30703.96,0.0,61261.66,1014.85,102.1933,0.0,300.44983379536626,175.6868205436169,9.930690172447706,0,RECS
12097,1,2,1,4,1400,1754.98,0.0,896.27,0.0,130.0642,0.0,13.493182597517226,2.019546848171903,0.0,1,RECS
12098,2,5,1,3,890,2988.77,35843.6,20708.9,790.32,82.68367,127.04709038193394,36.14704088485671,73.40237838862257,9.558356565449985,1,RECS
12099,7,2,1,3,1600,5296.85,0.0,21876.46,2660.71,148.6448,0.0,35.63427714928474,43.13205715006512,17.899785259894728,1,RECS
12100,3,2,1,3,2640,10378.26,132339.83,117737.37,1849.27,245.26391999999998,158.13563738983703,42.31466250722895,140.68685179324382,7.539918631325798,1,RECS
12101,5,2,1,4,980,11865.28,0.0,20542.29,1989.59,91.04494,0.0,130.32333263111602,66.12503091978535,21.85283443538982,1,RECS
12102,2,2,1,4,2550,6887.15,103470.73,70045.36,0.0,236.90265,128.00308612769845,29.071646095980775,86.65273985141154,0.0,1,RECS
12103,9,5,2,4,540,2572.4,0.0,148.21,651.87,50.16762,0.0,51.27610199566972,0.8658184882998239,12.99383945261904,1,RECS
12104,8,3,1,7,1500,6189.72,66432.09,45426.95,816.99,139.3545,139.71073089415842,44.41708018040322,95.53564228962826,5.862673971777014,3,RECS
12105,3,5,2,5,800,2212.31,35920.34,27023.63,442.7,74.3224,141.64249222495505,29.766396133601713,106.56063673576205,5.956481491448069,2,RECS
12106,4,5,2,2,500,3726.28,0.0,14285.23,348.86,46.4515,0.0,80.21872275384003,90.12812592338244,7.510198809510995,0,RECS
12107,2,4,2,1,1020,1392.99,53159.08,38169.37,0.0,94.76106,164.4070331703761,14.700025516810387,118.04780819537058,0.0,0,RECS
12108,2,2,1,1,1350,9184.13,74763.77,60481.79,2346.7,125.41905,174.70306813574177,73.22755195482664,141.32987514328966,18.710873667118353,0,RECS
12109,5,2,1,5,2590,28680.87,53243.78,63592.54,8243.48,240.61877,64.85033502739624,119.19631207490586,77.45501022359977,34.25950519155259,2,RECS
12110,9,4,2,4,950,4877.64,14344.23,2784.14,0.0,88.25785,47.63177247496965,55.26579222131516,9.245077847919477,0.0,1,RECS
12111,2,2,1,8,2300,17202.58,0.0,15870.67,950.72,213.6769,0.0,80.50743903529114,21.767599247134346,4.449334485852238,3,RECS
12112,2,5,1,2,1000,816.72,38904.37,21904.83,39.62,92.903,122.72738900003232,8.791104700601702,69.10078719664597,0.42646631432784726,0,RECS
12113,5,2,1,2,910,7583.73,53613.87,30771.97,2103.86,84.54173,185.85697849771944,89.70398405615782,106.6736157382869,24.885461889649054,0,RECS
12114,1,2,1,6,1800,10941.73,0.0,98094.83,604.02,167.2254,0.0,65.43102901831898,171.91616777672533,3.6120110940084458,2,RECS
12115,5,3,1,5,1310,10412.16,53851.18,35114.33,1699.18,121.70293,129.67821870664906,85.55389751093092,84.55829130350438,13.961701661578733,2,RECS
12116,4,2,2,3,1400,11770.19,69915.22,46270.33,4124.76,130.0642,157.53853435933948,90.4952323544834,104.25998763249228,31.713261604653702,1,RECS
12117,9,2,1,2,1800,3951.51,60186.53,42422.6,0.0,167.2254,105.47994822335602,23.62984331327657,74.34775939899083,0.0,0,RECS
12118,8,2,1,1,930,4165.42,61549.26,58666.34,101.72,86.39979,208.77716459102507,48.210996809135764,198.9982027750299,1.1773176763508337,0,RECS
12119,9,3,1,5,1000,11062.8,0.0,10741.4,0.0,92.903,0.0,119.07903942822082,33.88472750503213,0.0,2,RECS
12120,4,2,1,3,1400,7091.55,60069.83,50462.83,1035.53,130.0642,135.3541185655238,54.5234584151519,113.70686207988057,7.961683537822091,1,RECS
12121,3,5,2,4,1080,3374.27,16625.31,3853.18,1507.7,100.33524,48.56116581781237,33.629958925697494,11.254822490881569,15.02662474321086,1,RECS
12122,9,2,1,6,1030,8292.39,0.0,50928.42,0.0,95.69009,0.0,86.65881702065491,155.97898358983673,0.0,2,RECS
12123,2,5,2,8,1160,7691.96,8096.75,6147.84,940.88,107.76748,22.018911635031273,71.3755207043906,16.71889902816694,8.73064861496251,3,RECS
12124,5,2,1,1,1110,5628.26,34840.41,22769.84,1051.44,103.12233,99.01554589689742,54.57847975312428,64.71129753022454,10.196045803076792,0,RECS
12125,9,2,1,1,1200,13801.66,42243.14,16168.39,5579.97,111.4836,111.04986996239808,123.79991317108525,42.503886003770965,50.05193589012196,0,RECS
12126,9,5,2,5,900,5739.28,0.0,3437.47,0.0,83.6127,0.0,68.64124708327802,12.048681245432812,0.0,2,RECS
12127,7,2,1,7,3200,25678.41,92545.8,70658.1,3845.49,297.2896,91.23255624078341,86.37506996544784,69.65544716364111,12.935164903178583,3,RECS
12128,2,2,1,7,1450,12588.27,0.0,119628.08,208.96,134.70935,0.0,93.44763373886074,260.2604869942584,1.5511915097207434,3,RECS
12129,5,1,2,2,600,9636.05,7053.17,1793.51,7050.52,55.7418,37.083115096211465,172.86937271491053,9.429651880814758,126.4853305777711,0,RECS
12130,4,2,1,7,1750,4789.41,66376.34,47110.76,815.75,162.58025,119.65155878490776,29.458744220162043,84.92296908117684,5.0175221160011745,3,RECS
12131,1,2,2,6,1300,5773.77,0.0,5823.46,668.93,120.7739,0.0,47.80643831158885,14.131258870169798,5.538696688605733,2,RECS
12132,9,2,1,7,1780,8250.17,35557.51,25488.57,0.0,165.36734,63.01652438268645,49.88996013360316,45.171922693259745,0.0,3,RECS
12133,6,3,1,7,2800,15032.6,46374.44,33795.62,3818.71,260.1284,52.24728828240208,57.78915335657314,38.07548944682703,14.680096444678858,3,RECS
12134,2,5,2,3,1160,4427.91,29752.69,19511.91,1281.29,107.76748,80.91170556266138,41.087626805414764,53.062157300235654,11.889393720628894,1,RECS
12135,3,2,1,4,1500,11566.72,1515.32,136651.29,724.91,139.3545,3.186810240932299,83.00212766720844,287.38598474817826,5.201913106501763,1,RECS
12136,6,4,2,6,800,4219.17,0.0,9327.89,337.99,74.3224,0.0,56.76848433312164,36.782101360962514,4.547619560186431,2,RECS
12137,8,2,1,3,3100,3483.82,100294.58,85793.49,87.07,287.9993,102.06077881154573,12.096626623745266,87.30432298894478,0.302327123711759,1,RECS
12138,3,3,2,1,1260,6423.59,45933.48,35560.03,2018.8,117.05778,115.00107824597394,54.87537863779751,89.0296531518879,17.246183893116715,0,RECS
12139,8,2,1,7,1900,9540.24,44960.81,43729.97,0.0,176.5157,74.64893801236944,54.04754364625922,72.60536053093294,0.0,3,RECS
12140,5,2,1,4,1870,20689.88,0.0,24377.47,3324.08,173.72861,0.0,119.09310734714335,41.123505854159546,19.133751199644088,1,RECS
12141,6,2,1,6,2790,8796.23,0.0,12884.15,1325.78,259.19937,0.0,33.936155014574304,14.567823697449574,5.114904407367965,2,RECS
12142,6,2,1,6,2000,8674.83,0.0,12394.52,840.18,185.806,0.0,46.68756660172438,19.549822777090085,4.521813073851221,2,RECS
12143,1,2,1,8,3000,10281.07,139480.25,119638.0,1293.93,278.709,146.6677299540022,36.88818803842,125.80299989594884,4.642584200725488,3,RECS
12144,6,2,1,3,2400,10580.71,66017.03,39625.35,3194.23,222.9672,86.7736465234797,47.454109842165124,52.08407761253674,14.326008489141005,1,RECS
12145,8,1,1,5,1200,6657.95,51362.13,39954.68,1691.37,111.4836,135.02210909254816,59.72134017918331,105.03390653226127,15.171469166765336,2,RECS
12146,1,3,1,5,2100,10179.0,0.0,50905.03,541.74,195.09629999999999,0.0,52.174233955231344,76.46884152662045,2.7767825427750297,2,RECS
12147,9,1,1,3,450,6677.77,0.0,0.0,246.52,41.80635,0.0,159.73099780296533,0.0,5.896711863149976,1,RECS
12148,6,2,1,4,3600,15976.74,82177.52,65350.68,6958.89,334.4508,72.01013710811876,47.77007559856337,57.26519158656521,20.80691689181189,1,RECS
12149,7,1,1,5,1280,15024.42,0.0,6667.79,3039.07,118.91584,0.0,126.34498482287978,16.432931753162574,25.556477589528864,2,RECS
12150,3,1,2,7,1100,5573.64,28141.18,27468.18,312.95,102.1933,80.70356631775273,54.54017044170215,78.77352997486138,3.0623338320613973,3,RECS
12151,3,2,1,4,1400,10218.53,112931.56,99476.3,1802.3,130.0642,254.46637292014253,78.5652777628279,224.14791093398495,13.857002926247192,1,RECS
12152,9,2,1,2,3100,5920.37,17875.93,9891.11,205.6,287.9993,18.19072713381595,20.55689024244156,10.065293557345454,0.7138906240397112,0,RECS
12153,7,2,1,7,2200,15443.46,0.0,11908.3,2365.01,204.3866,0.0,75.56004160742437,17.07537279498754,11.571257606907695,3,RECS
12154,4,2,1,1,1080,10617.5,101822.0,100017.87,3691.05,100.33524,297.41370391898204,105.82024819993454,292.1439882813855,36.787174675617464,0,RECS
12155,2,2,1,5,2840,10365.72,80676.42,62491.55,2887.12,263.84452,89.61307623830885,39.28722870575444,69.41383906722794,10.94250507836964,2,RECS
12156,4,1,1,6,1180,26944.24,0.0,25262.41,2626.08,109.62554,0.0,245.78433091412825,67.5360847582598,23.955001726787387,2,RECS
12157,7,2,1,7,2500,11381.59,60933.8,30191.66,2136.63,232.2575,76.8884953114539,49.00418716295491,38.09693976668138,9.199401526323156,3,RECS
12158,8,2,1,7,2200,12644.72,31530.29,12803.56,4513.02,204.3866,45.21144546946816,61.86667814817606,18.359090726887185,22.080801774676033,3,RECS
12159,3,2,1,5,1650,16762.18,145002.04,125611.57,3162.77,153.28995,277.2255641341132,109.34950399553264,240.15343753109715,20.63259854935043,2,RECS
12160,8,2,1,7,1940,3884.86,57228.54,35707.79,0.0,180.23182,93.05807069106888,21.55479537409099,58.06365226234746,0.0,3,RECS
12161,3,2,1,3,2100,10138.22,117148.83,108899.95,1127.39,195.09629999999999,175.97937406772968,51.96520897628505,163.5880190780143,5.7786334235964505,1,RECS
12162,8,2,1,6,1150,6061.95,67697.47,43602.84,1142.4,106.83845,185.70248099228326,56.739404212621956,119.60794940061373,10.6927796125833,2,RECS
12163,2,2,2,5,2460,12641.64,19654.0,11729.58,3247.65,228.54138,25.20338957435192,55.31444677545922,15.041476253359459,14.210336876411615,2,RECS
12164,8,2,1,6,2100,13383.78,69552.14,53862.39,1149.67,195.09629999999999,104.4802757506934,68.60089094462582,80.91134736891475,5.892833436615662,2,RECS
12165,5,1,1,6,1500,26390.21,0.0,13831.68,2922.34,139.3545,0.0,189.37465241524313,29.08886537054778,20.970546340448283,2,RECS
12166,9,4,2,2,600,1717.54,0.0,0.0,0.0,55.7418,0.0,30.81242442834641,0.0,0.0,0,RECS
12167,5,2,1,6,3600,14464.21,0.0,6999.39,4632.31,334.4508,0.0,43.24764658957311,6.13339309306481,13.850497591873005,2,RECS
12168,4,2,1,4,2530,10356.03,122894.34,106259.87,4310.74,235.04459,153.23376350904311,44.05985264327931,132.49267452090686,18.34009453270122,1,RECS
12169,3,5,2,4,1140,4740.22,55167.97,37531.59,456.62,105.90942,152.66000074280458,44.75730298589116,103.85686762225684,4.311420079535891,1,RECS
12170,3,2,1,7,2800,20198.23,71616.99,40391.1,2706.81,260.1284,80.68654893617922,77.64715425151579,45.506219498140155,10.405668892746812,3,RECS
12171,2,2,1,6,1470,4363.63,73588.56,55916.43,739.5,136.56741,157.9196154321152,31.95220587400757,119.99556890278582,5.414908285951971,2,RECS
12172,6,2,3,3,3500,10659.84,347.99,84738.92,2185.38,325.1605,0.31364749805096254,32.78331777691324,76.37618967654436,6.7209270498722935,1,RECS
12173,2,2,1,6,2600,6724.54,114205.96,84513.48,981.6,241.5478,138.56658973155626,27.839375891645464,102.5405741517,4.0637919285541,2,RECS
12174,8,2,1,3,1500,5422.78,52994.95,51673.98,191.67,139.3545,111.4516071705614,38.91356217416732,108.67352681528047,1.375413065240089,1,RECS
12175,5,2,1,5,2400,17089.42,0.0,4054.59,7905.64,222.9672,0.0,76.64544381415742,5.32940605564406,35.45651557717907,2,RECS
12176,4,2,1,4,1500,8117.53,81383.98,81383.98,1467.78,139.3545,171.1554661139755,58.25093556361653,171.1554661139755,10.532706155883018,1,RECS
12177,4,2,2,2,850,4662.43,94600.63,70753.91,1330.49,78.96755,351.08979871770117,59.04235347304051,262.58784978905896,16.848566278173756,0,RECS
12178,6,5,2,7,1300,12559.35,0.0,0.0,1995.16,120.7739,0.0,103.99059730620607,0.0,16.519794425782393,3,RECS
12179,2,5,2,4,1300,8463.84,35565.13,31839.03,458.48,120.7739,86.30265491327182,70.08004212830753,77.26086812738515,3.7961844405123957,1,RECS
12180,6,2,1,3,1950,13309.16,69539.12,50503.44,1163.47,181.16085,112.49615707543876,73.46598340645895,81.70139223921726,6.42230371517908,1,RECS
12181,5,2,1,6,2100,4151.72,46000.4,37607.82,642.63,195.09629999999999,69.10117325853952,21.280362569664316,56.49395408944199,3.2939117758768366,2,RECS
12182,7,2,1,8,1850,6723.26,19263.76,11817.37,2714.06,171.87055,32.8482652028518,39.11816189568253,20.15079630146061,15.791303396655215,3,RECS
12183,8,1,1,6,1550,12374.36,27665.45,18487.17,2919.93,143.99965,56.305283359716505,85.9332644211288,37.625462277651366,20.277340951870368,2,RECS
12184,8,1,1,4,720,18772.35,0.0,0.0,6653.93,66.89016,0.0,280.64441765425585,0.0,99.47546843960309,1,RECS
12185,7,2,2,1,1300,14774.65,58553.39,34500.14,7988.58,120.7739,142.0861672984809,122.33313654688637,83.71834088275696,66.14492038428833,0,RECS
12186,1,3,1,4,1080,4813.3,0.0,27190.02,1074.11,100.33524,0.0,47.97217807023734,79.41981652129402,10.70521184780143,1,RECS
12187,2,2,1,3,1400,6375.27,65166.19,48928.97,1636.95,130.0642,146.83764225274905,49.01633193453695,110.25064673345933,12.58570767359504,1,RECS
12188,4,2,1,5,1350,14973.33,54539.99,22546.05,2974.05,125.41905,127.445467090446,119.38640900246016,52.68412908206529,23.712904857754864,2,RECS
12189,9,5,1,5,830,2786.77,11435.9,0.0,958.82,77.10949,43.4645677062577,36.14042837010075,0.0,12.434526541415332,2,RECS
12190,9,2,3,4,980,6024.08,0.0,16941.91,0.0,91.04494,0.0,66.16600549135406,54.53551296326848,0.0,1,RECS
12191,8,2,1,4,1000,4415.03,0.0,37210.32,342.57,92.903,0.0,47.5230078684219,117.38335352701205,3.68739437908356,1,RECS
12192,2,3,1,1,1300,9961.52,133630.37,73948.65,3010.81,120.7739,324.2686223287482,82.48073466204205,179.44443960284468,24.929310057885022,0,RECS
12193,6,5,2,5,670,4307.5,0.0,1230.94,635.18,62.24501,0.0,69.20233445219142,5.795690558006177,10.20451277941798,2,RECS
12194,5,2,1,8,1440,11779.5,0.0,6286.69,2087.23,133.78032,0.0,88.0510676009745,13.772179084262918,15.601921119638526,3,RECS
12195,6,5,2,7,1140,11716.47,0.0,4641.88,2176.92,105.90942,0.0,110.62726998221687,12.844942531835226,20.554545573000023,3,RECS
12196,5,2,1,6,3000,16122.9,0.0,7863.15,1725.59,278.709,0.0,57.84850865956966,8.268341652583878,6.191368057723288,2,RECS
12197,2,4,1,6,2200,10278.57,87922.82,69015.09,1736.68,204.3866,126.07298511849606,50.28984287619639,98.96109354228703,8.4970345414034,2,RECS
12198,3,2,1,2,1300,9070.12,64393.28,56593.99,994.14,120.7739,156.2572953500715,75.10000091079282,137.33147015447875,8.231414237678836,0,RECS
12199,7,2,1,4,2730,25787.44,0.0,39219.02,3747.46,253.62519,0.0,101.67538957782544,45.31867442039176,14.775582819671815,1,RECS
12200,2,2,1,7,2500,11899.23,81479.88,58953.39,1503.22,232.2575,102.81428979249327,51.23292035779254,74.38954161088448,6.472212953295373,3,RECS
12201,3,2,3,1,1700,6983.82,92697.8,67953.75,1335.37,157.9351,172.01392815023385,44.21955600749928,126.09783047751893,8.455181906998506,0,RECS
12202,7,2,1,6,3370,18461.93,75694.38,45124.58,5541.11,313.08311,70.85603449186385,58.96814427325703,42.24024025179769,17.698527397405755,2,RECS
12203,4,2,1,4,2400,14113.72,15347.09,1989.66,2210.23,222.9672,20.172415554350597,63.29953464007262,2.615235092246752,9.912803318156213,1,RECS
12204,4,2,1,7,3900,13175.96,270916.96,207075.46,2790.23,362.3217,219.13648667512877,36.36536260455832,167.49703961330496,7.700974023913003,3,RECS
12205,5,2,1,7,1160,8664.91,15654.22,6775.11,2307.12,107.76748,42.571264630294785,80.40375445356985,18.424744299579057,21.408313528348252,3,RECS
12206,3,2,1,7,2160,18286.69,0.0,23455.89,778.1,200.67048,0.0,91.127952651531,34.256364654083654,3.8775010654282585,3,RECS
12207,5,4,2,8,1000,5462.2,0.0,3484.11,0.0,92.903,0.0,58.79465679256859,10.990943261358622,0.0,3,RECS
12208,2,2,1,1,1400,7279.23,0.0,56744.52,2376.74,130.0642,0.0,55.966438112870414,127.86126559745112,18.27359104196235,0,RECS
12209,2,2,1,9,2700,18674.87,0.0,24559.08,1645.69,250.8381,0.0,74.4498941747685,28.69402269703048,6.560765689103849,3,RECS
12210,3,2,1,3,3540,19740.27,155203.33,99941.47,3617.99,328.87662,138.3059553653586,60.02333032977534,89.06059224997509,11.001055654245047,1,RECS
12211,5,2,1,6,1500,13397.0,0.0,3994.32,3331.25,139.3545,0.0,96.13611329379388,8.400298208669257,23.90486134283428,2,RECS
12212,2,2,1,2,1500,4957.86,118852.22,93788.03,915.0,139.3545,249.95345659896168,35.57732258377017,197.24193865379303,6.5659881812212735,0,RECS
12213,8,2,2,7,2200,10300.42,0.0,12483.0,3608.03,204.3866,0.0,50.39674812340927,17.89943808938551,17.65296746459895,3,RECS
12214,9,3,1,9,1850,4472.18,24167.45,26389.06,352.49,171.87055,41.20996144452904,26.02063006140377,44.99821640915212,2.0509040088601567,3,RECS
12215,8,3,1,6,4000,11360.78,100682.57,55510.65,1251.92,371.612,79.40309105322218,30.571617708793042,43.77835405247947,3.3688901327190726,2,RECS
12216,2,2,1,2,1300,4808.21,62133.74,53651.56,1574.04,120.7739,150.7742758620861,39.81166460634293,130.1913438314073,13.03294834397167,0,RECS
12217,7,2,1,7,1900,25809.13,0.0,31602.99,4090.25,176.5157,0.0,146.21435940259138,52.47079938096159,23.172159756894146,3,RECS
12218,9,5,1,7,790,3417.7,0.0,0.0,664.33,73.39337,0.0,46.56687654484321,0.0,9.05163504550888,3,RECS
12219,4,2,1,1,1800,10336.83,0.0,0.0,0.0,167.2254,0.0,61.81375556584107,0.0,0.0,0,RECS
12220,4,2,1,1,1170,9226.21,60360.68,51236.65,4564.76,108.69651,162.7463922096487,84.88046212339292,138.1458912724061,41.99546057182517,0,RECS
12221,6,3,2,6,1350,15500.52,0.0,5316.42,2741.69,125.41905,0.0,123.58983742900301,12.423061136406313,21.86023574568616,2,RECS
12222,9,2,1,4,2000,8227.2,198823.97,175604.65,0.0,185.806,313.6041877650345,44.27844095454399,276.9804547762182,0.0,1,RECS
12223,5,2,2,5,1600,10469.91,16968.19,0.0,0.0,148.6448,33.45481585289227,70.4357636459533,0.0,0.0,2,RECS
12224,3,5,1,1,700,11855.42,0.0,27901.85,188.49,65.0321,0.0,182.30104825155578,125.74133514602788,2.898414782853391,0,RECS
12225,8,2,1,1,1420,3886.34,89908.3,60908.43,0.0,131.92226,199.73517273961198,29.45931945071287,135.3107086592513,0.0,0,RECS
12226,3,2,1,8,1700,16271.88,0.0,60289.1,2161.63,157.9351,0.0,103.02890237825537,111.87498425682449,13.686824524757322,3,RECS
12227,4,2,1,1,1800,6513.55,80861.11,67462.76,1474.61,167.2254,141.7131988849182,38.950721600905126,118.23191055880267,8.818098207568944,0,RECS
12228,9,2,1,8,2540,14470.38,1527.36,18328.45,644.69,235.97362,1.8969278115070658,61.322024046586215,22.763295193547485,2.732042674939682,3,RECS
12229,2,5,2,4,850,7668.21,15008.53,4451.94,0.0,78.96755,55.700916333734554,97.10583651132649,16.522413418423138,0.0,1,RECS
12230,8,2,2,7,1460,8844.17,64119.51,41328.38,1715.44,135.63838,138.54167909709628,65.2040373823397,89.29736299548843,12.647157832466002,3,RECS
12231,5,2,1,2,1250,19414.86,42767.55,33565.56,6295.76,116.12875,107.93131456293125,167.18392301647955,84.70850013248227,54.21362065810577,0,RECS
12232,4,2,1,1,2800,8511.52,117469.49,91941.53,922.02,260.1284,132.34579885852526,32.72045651301434,103.58498394881144,3.544480341246861,0,RECS
12233,3,2,1,2,1740,13656.75,100016.6,90745.91,2748.51,161.65122,181.32844885797957,84.48281429611234,164.52084054552762,17.002717331796198,0,RECS
12234,4,2,2,4,900,11318.85,33091.1,33091.1,1758.62,83.6127,115.98766417183035,135.37237764119564,115.98766417183035,21.032929208122688,1,RECS
12235,4,2,1,8,2200,12592.33,75039.37,74007.11,1333.64,204.3866,107.59933970852298,61.610350189298124,106.1191767699546,6.525085304026781,3,RECS
12236,8,3,2,1,1400,6545.71,39506.27,43932.4,0.0,130.0642,89.01866966598034,50.326761706910894,98.99197781095799,0.0,0,RECS
12237,7,2,3,1,5000,16937.82,159738.56,138446.06,7170.24,464.515,100.78197586248024,36.46345112644371,87.34814860717093,15.435970851318041,0,RECS
12238,7,2,1,5,1900,12423.72,33149.87,22929.45,4350.08,176.5157,55.03910162535118,70.38308773667157,38.070023465051555,24.64415346623558,2,RECS
12239,4,2,1,6,2400,12448.97,0.0,97114.11,886.7,222.9672,0.0,55.83318981446598,127.64805465472054,3.976818114951437,2,RECS
12240,7,2,1,8,2220,11351.99,56668.34,28728.95,4005.9,206.24466,80.52497976015476,55.041376586428946,40.82346716491956,19.42304833492416,3,RECS
12241,9,3,1,7,1700,6453.61,21888.44,11523.61,437.85,157.9351,40.61710790850166,40.8624175373302,21.38369435489641,2.772341297153071,3,RECS
12242,8,2,2,7,2400,9326.7,0.0,32601.54,0.0,222.9672,0.0,41.82991937827627,42.85189000597398,0.0,3,RECS
12243,3,2,1,1,3110,15121.17,0.0,122339.57,4648.42,288.92833,0.0,52.3353663519254,124.09368136198344,16.08848810360687,0,RECS
12244,4,2,1,1,950,10407.97,51314.0,44324.48,2586.79,88.25785,170.39442150471604,117.92684730026846,147.18486432742245,29.30946085815596,0,RECS
