DOEID,REGIONC,DIVISION,STATE_FIPS,state_postal,state_name,BA_climate,IECC_climate_code,UATYP10,,,,,TYPEHUQ,CELLAR,CRAWL,CONCRETE,BASEOTH,BASEFIN,ATTIC,ATTICFIN,STORIES,PRKGPLC1,SIZEOFGARAGE,KOWNRENT,YEARMADERANGE
102431,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,0,-2,2,1,2,1,4
102432,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,R,,,,,2,0,1,0,0,-2,0,-2,2,1,2,1,8
102433,SOUTH,East South Central,01,AL,Alabama,Mixed-Humid,3A,U,,,,,2,1,0,1,0,1,1,0,2,0,-2,1,1
102434,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,C,,,,,2,0,1,0,0,-2,0,-2,2,1,2,1,4
102435,WEST,Mountain North,08,CO,Colorado,Cold,5B,R,,,,,2,1,0,0,0,1,0,-2,2,1,1,1,5
102436,WEST,Pacific,41,OR,Oregon,Marine,4C,U,,,,,2,0,1,0,0,-2,0,-2,1,1,2,1,4
102437,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,C,,,,,2,1,1,1,1,1,1,0,5,1,1,1,3
102438,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,R,,,,,2,1,0,0,0,0,1,0,1,1,2,1,1
102439,NORTHEAST,New England,33,NH,New Hampshire,Cold,6A,R,,,,,2,1,0,0,0,1,1,0,1,1,2,1,9
102440,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,7
102441,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
102442,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,2,0,1,0,0,-2,1,0,2,1,3,1,5
102443,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
102444,WEST,Pacific,02,AK,Alaska,Subarctic,8AK,U,,,,,3,0,1,0,0,-2,0,-2,2,1,1,1,5
102445,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,3,0,0,1,0,-2,0,-2,1,1,2,1,3
102446,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,C,,,,,2,1,0,1,0,1,0,-2,1,1,1,1,3
102447,MIDWEST,West North Central,38,ND,North Dakota,Cold,6A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
102448,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,2,1,1,0,0,1,1,0,2,0,-2,1,1
102449,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,0,1,0,1,1,0,3,1,2,1,7
102450,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,U,,,,,2,1,1,0,0,0,1,0,1,1,2,1,4
102451,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,C,,,,,2,0,0,1,0,-2,1,0,2,1,3,1,9
102452,SOUTH,West South Central,05,AR,Arkansas,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,1,1,1,1,4
102453,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,U,,,,,3,1,0,0,0,1,1,0,1,1,2,2,7
102454,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,0,0,0,0,1,1,2,0,-2,1,1
102455,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,6
102456,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
102457,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
102458,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,1
102459,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2B,U,,,,,2,0,0,1,0,-2,0,-2,1,0,-2,2,1
102460,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
102461,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,U,,,,,2,0,1,0,0,-2,0,-2,1,1,1,1,3
102462,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,R,,,,,2,1,0,0,0,1,1,0,1,1,2,1,4
102463,WEST,Mountain North,56,WY,Wyoming,Cold,6B,C,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
102464,SOUTH,South Atlantic,10,DE,Delaware,Mixed-Humid,4A,C,,,,,2,0,1,0,0,-2,0,-2,1,1,2,2,6
102465,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,2,1,0,0,0,1,1,1,2,1,2,1,6
102466,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,1,1,0,-2,1,4
102467,WEST,Pacific,41,OR,Oregon,Marine,4C,U,,,,,2,0,1,1,0,-2,0,-2,1,1,1,1,2
102468,SOUTH,West South Central,48,TX,Texas,Mixed-Dry,4B,C,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,2
102469,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,3
102470,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,0,1,0,1,1,0,1,1,2,1,3
102471,NORTHEAST,New England,23,ME,Maine,Cold,6A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
102472,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,1,1,1,1,3
102473,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,R,,,,,2,1,0,1,0,0,1,0,3,0,-2,1,4
102474,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,7
102475,SOUTH,East South Central,01,AL,Alabama,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,0,-2,1,0,-2,2,2
102476,WEST,Pacific,41,OR,Oregon,Marine,4C,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
102477,WEST,Mountain North,49,UT,Utah,Cold,5B,U,,,,,2,1,0,0,0,1,1,0,1,1,2,1,6
102478,MIDWEST,West North Central,38,ND,North Dakota,Cold,6A,C,,,,,2,1,0,0,0,1,1,0,1,1,1,1,4
102479,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
102480,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,4
102481,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,U,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,1
102482,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,2A,U,,,,,3,0,0,1,0,-2,1,0,1,1,2,1,6
102483,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,3,0,0,1,0,-2,1,0,2,0,-2,1,7
102484,SOUTH,West South Central,40,OK,Oklahoma,Mixed-Humid,3A,R,,,,,2,0,0,1,0,-2,1,0,1,0,-2,1,5
102485,SOUTH,East South Central,01,AL,Alabama,Hot-Humid,3A,R,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,1,5
102486,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,U,,,,,3,0,0,0,1,-2,0,-2,1,0,-2,2,3
102487,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,6A,C,,,,,2,1,0,0,0,1,1,0,1,0,-2,1,3
102488,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
102489,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,R,,,,,2,1,0,0,0,1,1,0,1,1,2,1,4
102490,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,1
102491,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
102492,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,R,,,,,2,1,0,0,0,1,1,0,1,1,2,1,8
102493,SOUTH,West South Central,40,OK,Oklahoma,Mixed-Humid,3A,R,,,,,2,0,0,1,0,-2,1,0,2,1,1,1,4
102494,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,4
102495,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,4
102496,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,0,0,-2,1,0,2,0,-2,1,5
102497,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,1A,U,,,,,2,0,0,1,0,-2,0,-2,2,1,1,1,9
102498,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
102499,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
102500,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,3,0,0,1,0,-2,0,-2,1,0,-2,2,6
102501,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,2,0,1,0,1,-2,1,0,2,1,2,1,4
102502,WEST,Pacific,02,AK,Alaska,Very-Cold,7AK,U,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5
102503,SOUTH,South Atlantic,11,DC,District of Columbia,Mixed-Humid,4A,U,,,,,3,0,0,0,1,-2,0,-2,3,1,1,1,8
102504,SOUTH,East South Central,28,MS,Mississippi,Mixed-Humid,3A,U,,,,,3,1,0,0,0,1,1,0,1,1,2,1,7
102505,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
102506,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
102507,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,1,0,0,0,-2,2,1,1,1,1
102508,NORTHEAST,New England,50,VT,Vermont,Cold,6A,R,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,6
102509,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
102510,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,0,0,0,1,-2,0,-2,2,1,1,2,9
102511,SOUTH,South Atlantic,10,DE,Delaware,Mixed-Humid,4A,U,,,,,3,1,1,0,0,0,0,-2,2,0,-2,1,3
102512,WEST,Pacific,41,OR,Oregon,Marine,4C,U,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,5
102513,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,2,1,2,1,5
102514,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,C,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,7
102515,WEST,Mountain South,32,NV,Nevada,Hot-Dry,3B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
102516,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,1,0,0,1,1,1,0,1,1,1,1,2
102517,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Mixed-Humid,4A,U,,,,,3,1,0,0,0,1,0,-2,2,0,-2,1,5
102518,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,2
102519,WEST,Mountain North,16,ID,Idaho,Cold,6B,C,,,,,2,1,0,1,0,1,0,-2,1,1,2,1,5
102520,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,2,1,0,0,0,0,0,-2,2,1,2,1,7
102521,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,2,1,2,1,7
102522,WEST,Mountain South,35,NM,New Mexico,Mixed-Dry,4B,U,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,7
102523,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3
102524,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,2,0,-2,1,6
102525,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,R,,,,,2,1,0,0,0,1,1,0,2,1,2,1,7
102526,WEST,Mountain North,16,ID,Idaho,Cold,5B,R,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,7
102527,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,U,,,,,2,1,0,0,0,1,0,-2,3,1,1,3,3
102528,WEST,Mountain North,30,MT,Montana,Cold,6B,C,,,,,3,0,1,1,0,-2,0,-2,1,1,2,2,6
102529,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Mixed-Humid,4A,R,,,,,2,1,0,0,0,1,1,0,2,1,1,1,2
102530,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,C,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,1
102531,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,C,,,,,2,0,1,0,0,-2,1,0,2,1,2,1,7
102532,WEST,Mountain South,32,NV,Nevada,Hot-Dry,3B,U,,,,,3,0,0,1,0,-2,0,-2,2,1,2,1,8
102533,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,2,1,0,1,0,1,1,0,2,1,2,2,4
102534,MIDWEST,West North Central,19,IA,Iowa,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
102535,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,6
102536,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,0,2,1,3,1,8
102537,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2
102538,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,3,0,0,1,0,-2,1,0,1,1,2,1,8
102539,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
102540,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,0,-2,2,0,-2,1,1
102541,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,5
102542,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,U,,,,,3,1,0,1,0,1,1,0,2,1,2,2,6
102543,MIDWEST,West North Central,27,MN,Minnesota,Cold,6A,U,,,,,2,1,1,0,0,1,0,-2,2,1,2,1,3
102544,WEST,Pacific,41,OR,Oregon,Cold,5B,C,,,,,2,0,1,0,0,-2,0,-2,1,1,2,1,8
102545,NORTHEAST,New England,44,RI,Rhode Island,Cold,5A,U,,,,,2,1,0,0,0,1,0,-2,2,0,-2,1,2
102546,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
102547,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,R,,,,,2,0,0,1,1,-2,1,1,2,0,-2,1,2
102548,SOUTH,West South Central,05,AR,Arkansas,Mixed-Humid,3A,R,,,,,2,0,0,1,0,-2,1,1,1,0,-2,1,4
102549,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,R,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
102550,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,0,-2,2,1,3,1,6
102551,SOUTH,East South Central,28,MS,Mississippi,Mixed-Humid,3A,C,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
102552,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,1,0,-2,1,1,1,0,-2,2,1
102553,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
102554,SOUTH,South Atlantic,45,SC,South Carolina,Hot-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,1,1,1,1,3
102555,WEST,Pacific,53,WA,Washington,Marine,4C,U,,,,,2,1,0,0,0,1,1,0,1,1,2,1,2
102556,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,0,0,-2,1,0,1,0,-2,3,2
102557,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,R,,,,,2,1,0,1,0,0,1,0,1,1,2,1,1
102558,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,U,,,,,2,0,1,0,0,-2,1,1,1,1,2,1,2
102559,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
102560,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,5
102561,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,R,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,8
102562,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
102563,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Mixed-Humid,4A,U,,,,,3,1,0,0,0,1,0,-2,1,0,-2,1,7
102564,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,3A,C,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
102565,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5
102566,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,3,0,0,1,0,-2,1,0,2,1,2,1,7
102567,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,2,0,0,1,0,-2,1,0,5,0,-2,1,5
102568,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,R,,,,,2,0,1,0,0,-2,1,0,2,0,-2,1,8
102569,SOUTH,South Atlantic,54,WV,West Virginia,Mixed-Humid,4A,U,,,,,2,1,1,0,0,0,1,1,2,1,2,1,5
102570,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,2,0,1,0,0,-2,1,1,1,0,-2,1,3
102571,WEST,Pacific,06,CA,California,Hot-Dry,3B,R,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,5
102572,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,C,,,,,2,1,1,1,0,1,0,-2,1,0,-2,1,4
102573,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,3,0,0,1,0,-2,0,-2,2,1,2,1,6
102574,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,6
102575,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,C,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
102576,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,1,0,0,1,1,0,1,1,3,1,6
102577,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
102578,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,0,1,1,3,1,9
102579,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,1,1,3,1,8
102580,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
102581,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,0,1,1,1,-2,0,-2,2,1,1,1,8
102582,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,R,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,3
102583,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
102584,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,C,,,,,2,1,0,0,0,0,1,0,1,1,2,1,2
102585,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,1,1,0,0,1,1,0,2,1,2,1,1
102586,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,2,1,0,1,0,0,1,0,2,1,2,1,7
102587,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,0,0,0,1,0,-2,2,1,2,2,7
102588,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,C,,,,,2,1,0,0,0,1,0,-2,1,1,2,1,4
102589,WEST,Mountain North,56,WY,Wyoming,Very-Cold,7B,C,,,,,3,0,1,0,0,-2,1,0,1,0,-2,1,5
102590,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,0,0,0,1,1,1,1,0,-2,1,1
102591,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,6
102592,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,7
102593,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
102594,MIDWEST,East North Central,17,IL,Illinois,Mixed-Humid,4A,U,,,,,2,1,0,0,0,0,1,0,2,1,3,1,7
102595,WEST,Mountain North,56,WY,Wyoming,Cold,6B,C,,,,,2,0,1,0,0,-2,1,0,2,0,-2,1,1
102596,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Mixed-Humid,4A,U,,,,,2,1,0,0,0,0,0,-2,1,0,-2,1,2
102597,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,1,1,-2,1,0,2,1,2,1,9
102598,SOUTH,South Atlantic,11,DC,District of Columbia,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
102599,WEST,Mountain North,56,WY,Wyoming,Cold,6B,C,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
102600,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,1,0,-2,1,4
102601,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,0,-2,1,0,-2,1,4
102602,WEST,Mountain South,04,AZ,Arizona,Cold,5B,R,,,,,2,0,1,0,0,-2,0,-2,1,1,3,1,5
102603,SOUTH,West South Central,40,OK,Oklahoma,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,3
102604,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
102605,NORTHEAST,New England,23,ME,Maine,Cold,6A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
102606,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,1,0,0,0,0,-2,2,1,1,1,1
102607,WEST,Mountain North,49,UT,Utah,Cold,6B,R,,,,,2,1,1,0,0,1,0,-2,1,0,-2,1,4
102608,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,C,,,,,2,0,1,0,0,-2,0,-2,2,0,-2,1,1
102609,MIDWEST,East North Central,18,IN,Indiana,Mixed-Humid,4A,U,,,,,2,1,1,1,0,1,1,0,5,1,2,1,4
102610,WEST,Mountain North,16,ID,Idaho,Cold,5B,C,,,,,2,1,0,1,0,1,0,-2,1,1,3,1,7
102611,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,1,0,0,1,0,2,0,-2,1,1
102612,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,U,,,,,2,1,0,1,0,1,1,0,2,1,2,1,6
102613,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,U,,,,,2,1,0,1,0,1,1,0,5,1,2,1,4
102614,MIDWEST,West North Central,38,ND,North Dakota,Very-Cold,7A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
102615,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,U,,,,,3,1,0,0,0,1,0,-2,3,1,2,1,4
102616,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
102617,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,3,0,1,0,0,-2,0,-2,1,1,2,2,5
102618,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Mixed-Humid,4A,U,,,,,3,1,0,0,0,0,0,-2,2,1,1,2,1
102619,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,R,,,,,2,1,1,1,0,1,1,0,5,0,-2,1,8
102620,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,C,,,,,2,0,0,1,0,-2,0,-2,2,1,2,1,4
102621,NORTHEAST,New England,50,VT,Vermont,Cold,6A,R,,,,,2,1,0,0,0,0,1,1,2,1,2,1,4
102622,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,R,,,,,2,1,0,0,0,1,1,0,1,0,-2,1,3
102623,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,2,1,3,1,9
102624,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,2,1,0,1,0,0,0,-2,2,1,2,1,5
102625,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
102626,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,3,0,0,1,0,-2,1,1,1,1,1,1,6
102627,SOUTH,South Atlantic,54,WV,West Virginia,Mixed-Humid,4A,R,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,4
102628,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
